,categories,hasPerk,id,location.address,location.cc,location.city,location.country,location.crossStreet,location.distance,location.formattedAddress,location.labeledLatLngs,location.lat,location.lng,location.state,name,referralId
4,"[{'id': '4bf58dd8d48988d16e941735', 'name': 'Fast Food Restaurant', 'pluralName': 'Fast Food Restaurants', 'shortName': 'Fast Food', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}, 'primary': True}]",False,4cdbcce83f6a8cfada3dedea,淮海中路918号,CN,Jing'an,中国,陕西南路,494,"['淮海中路918号 (陕西南路)', ""Jing'an"", '上海市', '中国']","[{'label': 'display', 'lat': 31.218859854912083, 'lng': 121.45465709991429}]",31.218859854912083,121.45465709991429,上海市,McDonald's (麦当劳),v-1565409055
5,"[{'id': '4bf58dd8d48988d1df931735', 'name': 'BBQ Joint', 'pluralName': 'BBQ Joints', 'shortName': 'BBQ', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bbqalt_', 'suffix': '.png'}, 'primary': True}]",False,4c0a02bc35ac9c74e98a85f7,"长乐路161号, 新锦江大酒店3楼",CN,上海市,中国,瑞金一路,70,"['长乐路161号, 新锦江大酒店3楼 (瑞金一路)', '上海市', '上海市', '中国']","[{'label': 'display', 'lat': 31.2228250113594, 'lng': 121.45826371195676}]",31.2228250113594,121.45826371195676,上海市,小南国日式烧烤,v-1565409055
6,"[{'id': '4bf58dd8d48988d1ce941735', 'name': 'Seafood Restaurant', 'pluralName': 'Seafood Restaurants', 'shortName': 'Seafood', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/seafood_', 'suffix': '.png'}, 'primary': True}]",False,4d804ad4577eb1f76500a6d3,352 Changle Rd | 长乐路352号,CN,Jing’an,中国,Ruijin 1st Rd | 瑞金一路,92,"['352 Changle Rd | 长乐路352号 (Ruijin 1st Rd | 瑞金一路), Jìngān', 'Jing’an', '上海市', '中国']","[{'label': 'display', 'lat': 31.223022, 'lng': 121.457788}]",31.223022,121.457788,上海市,Seafood Noodle (十面欢腾),v-1565409055
7,"[{'id': '4d954afda243a5684865b473', 'name': 'Optical Shop', 'pluralName': 'Optical Shops', 'shortName': 'Optical', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/medical_opticalshop_', 'suffix': '.png'}, 'primary': True}]",False,5b6c0123396de0002c2829e5,瑞金一路142号,CN,上海市,中国,淮海中路,90,"['瑞金一路142号 (淮海中路)', '上海市', '上海市', '中国']","[{'label': 'display', 'lat': 31.221957, 'lng': 121.458965}]",31.221957,121.458965,上海市,Orient Optical,v-1565409055
8,"[{'id': '4bf58dd8d48988d102951735', 'name': 'Accessories Store', 'pluralName': 'Accessories Stores', 'shortName': 'Accessories', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/apparel_accessories_', 'suffix': '.png'}, 'primary': True}]",False,4b0588c4f964a52031d922e3,59 Mao Ming Nan Road,CN,上海市,中国,,180,"['59 Mao Ming Nan Road', '上海市', '上海市, 200020', '中国']","[{'label': 'display', 'lat': 31.222629, 'lng': 121.456226}]",31.222629,121.456226,上海市,Shanghai Tang,v-1565409055
9,"[{'id': '4bf58dd8d48988d10c951735', 'name': 'Cosmetics Shop', 'pluralName': 'Cosmetics Shops', 'shortName': 'Cosmetics', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/beauty_cosmetic_', 'suffix': '.png'}, 'primary': True}]",False,507290d2e4b07e253d4c291f,939 Middle Huaihai Rd (巴黎春天),CN,上海市,中国,South Shanxi Rd,129,"['939 Middle Huaihai Rd (巴黎春天) (South Shanxi Rd)', '上海市', '上海市', '中国']","[{'label': 'display', 'lat': 31.221408600953797, 'lng': 121.45902805194278}]",31.221408600953797,121.45902805194278,上海市,SEPHORA (丝芙兰),v-1565409055
10,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,517e5098e4b0cfe160f51174,长乐路318号（*瑞金一路）,CN,上海市,中国,,166,"['长乐路318号（*瑞金一路）', '上海市', '上海市', '中国']","[{'label': 'display', 'lat': 31.223325539181506, 'lng': 121.4592432975769}]",31.223325539181506,121.4592432975769,上海市,花鳥風月,v-1565409055
11,"[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",False,4e800355f790e8a841ede619,瑞金一路142号旁,CN,上海市,中国,淮海中路,160,"['瑞金一路142号旁 (淮海中路)', '上海市', '上海市, 20000', '中国']","[{'label': 'display', 'lat': 31.221291714098616, 'lng': 121.45935163960836}]",31.221291714098616,121.45935163960836,上海市,丰裕生煎小吃,v-1565409055
12,"[{'id': '52af3add3cf9994f4e043bf5', 'name': 'Hong Kong Restaurant', 'pluralName': 'Hong Kong Restaurants', 'shortName': 'Hong Kong', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",False,4ba3d506f964a520636438e3,长乐路175号 | 175 Changle Rd.,CN,上海市,中国,茂名南路 | Maoming Rd. (S),129,"['长乐路175号 | 175 Changle Rd. (茂名南路 | Maoming Rd. (S))', '上海市', '上海市, 200020', '中国']","[{'label': 'display', 'lat': 31.222918020961508, 'lng': 121.45697436150694}]",31.222918020961508,121.45697436150694,上海市,Xinwang Restaurant (新旺茶餐厅),v-1565409055
13,"[{'id': '52af3a7c3cf9994f4e043bed', 'name': 'Cantonese Restaurant', 'pluralName': 'Cantonese Restaurants', 'shortName': 'Cantonese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",False,4b97c008f964a520471335e3,长乐路175号,CN,上海市,中国,茂名路,155,"['长乐路175号 (茂名路)', '上海市', '上海市', '中国']","[{'label': 'display', 'lat': 31.222981, 'lng': 121.4566955}]",31.222981,121.4566955,上海市,Bi Feng Tang (避风塘),v-1565409055
14,"[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",False,4bdc0f4bc712b713e5b463b4,上海市卢湾区茂名南路59号,CN,上海市,中国,,116,"['上海市卢湾区茂名南路59号', '上海市', '上海市, 200020', '中国']","[{'label': 'display', 'lat': 31.22288502898567, 'lng': 121.45900573551863}]",31.22288502898567,121.45900573551863,上海市,"VIP Club, Jin Jiang Hotel (锦江酒店 贵宾俱乐部)",v-1565409055
15,"[{'id': '4d954b06a243a5684965b473', 'name': 'Residential Building (Apartment / Condo)', 'pluralName': 'Residential Buildings (Apartments / Condos)', 'shortName': 'Residential', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/apartment_', 'suffix': '.png'}, 'primary': True}]",False,59b11973cf72a0694760b2e1,417 Julu Lu,CN,上海市,中国,,5,"['417 Julu Lu', '上海市', '上海市', '中国']","[{'label': 'display', 'lat': 31.222239, 'lng': 121.458012}]",31.222239,121.458012,上海市,Harbour Apartments,v-1565409055
16,"[{'id': '52e81612bcbc57f1066b7a35', 'name': 'Club House', 'pluralName': 'Club Houses', 'shortName': 'Club', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}, 'primary': True}]",False,4b72b661f964a520f5842de3,796 M Huaihai Rd,CN,上海市,中国,Maoming Rd,149,"['796 M Huaihai Rd (Maoming Rd)', '上海市', '上海市, 200020', '中国']","[{'label': 'display', 'lat': 31.220879442902405, 'lng': 121.45810264328675}]",31.220879442902405,121.45810264328675,上海市,Kee Club,v-1565409055
17,"[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",False,4f6f007be4b0ca47b264dbb9,,CN,,中国,,185,['中国'],"[{'label': 'display', 'lat': 31.222965857946722, 'lng': 121.45631657480874}]",31.222965857946722,121.45631657480874,,Old Shanghai Moon Restaurant,v-1565409055
18,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,4bc8609615a7ef3b7beb7ada,2/F 139 Ruijin 1st Rd | 瑞金一路139号2楼,CN,Jing'an,中国,Changle Rd | 长乐路,114,"['2/F 139 Ruijin 1st Rd | 瑞金一路139号2楼 (Changle Rd | 长乐路)', ""Jing'an"", '上海市', '中国']","[{'label': 'display', 'lat': 31.2229551691732, 'lng': 121.45889539311476}]",31.2229551691732,121.45889539311476,上海市,Tairyo Teppanyaki (大渔铁板烧),v-1565409055
19,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,4c7dd5e1724976b0cc88a40a,Changle Road,CN,上海市,中国,Ruijin Road,116,"['Changle Road (Ruijin Road)', '上海市', '上海市', '中国']","[{'label': 'display', 'lat': 31.22309284326202, 'lng': 121.45874351721113}]",31.22309284326202,121.45874351721113,上海市,"Aska, Japanese restaurant",v-1565409055
20,"[{'id': '4bf58dd8d48988d107951735', 'name': 'Shoe Store', 'pluralName': 'Shoe Stores', 'shortName': 'Shoes', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/apparel_shoestore_', 'suffix': '.png'}, 'primary': True}]",False,4d99b50aa2c65481502f0d54,Huaihai st,CN,上海市,中国,,203,"['Huaihai st', '上海市', '上海市', '中国']","[{'label': 'display', 'lat': 31.220396463746468, 'lng': 121.45819118308191}]",31.220396463746468,121.45819118308191,上海市,United Nude,v-1565409055
21,"[{'id': '4bf58dd8d48988d13d941735', 'name': 'High School', 'pluralName': 'High Schools', 'shortName': 'High School', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/school_', 'suffix': '.png'}, 'primary': True}]",False,4b643db1f964a520e8a52ae3,瑞金一路100号,CN,上海市,中国,,82,"['瑞金一路100号', '上海市', '上海市', '中国']","[{'label': 'display', 'lat': 31.22238914166939, 'lng': 121.45889973244479}]",31.22238914166939,121.45889973244479,上海市,向明中学,v-1565409055
22,"[{'id': '4bf58dd8d48988d111941735', 'name': 'Japanese Restaurant', 'pluralName': 'Japanese Restaurants', 'shortName': 'Japanese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/japanese_', 'suffix': '.png'}, 'primary': True}]",False,4c9c3bd4542b224bb4f9de9f,长乐路344号1楼,CN,上海市,中国,瑞金一路口,98,"['长乐路344号1楼 (瑞金一路口)', '上海市', '上海市, 200020', '中国']","[{'label': 'display', 'lat': 31.223096962447627, 'lng': 121.4581960216121}]",31.223096962447627,121.4581960216121,上海市,万藏BANKURA,v-1565409055
23,"[{'id': '52af3b513cf9994f4e043bff', 'name': 'Shandong Restaurant', 'pluralName': 'Shandong Restaurants', 'shortName': 'Shandong', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",False,59eaf6b96fa81f72c812bc49,进贤路120号,CN,上海市,中国,茂名南路,187,"['进贤路120号 (茂名南路)', '上海市', '上海市', '中国']","[{'label': 'display', 'lat': 31.221697, 'lng': 121.459937}]",31.221697,121.459937,上海市,心乐面馆,v-1565409055
24,"[{'id': '52af3ba23cf9994f4e043c08', 'name': 'Zhejiang Restaurant', 'pluralName': 'Zhejiang Restaurants', 'shortName': 'Zhejiang', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",False,54424ad1498eeca538f310f7,"12/F, North Building, Jinjiang Hotel, 59 Maoming Nan Road | 茂名南路59号锦江饭店锦北楼12楼",CN,上海市,中国,Changle Road | 近长乐路,124,"['12/F, North Building, Jinjiang Hotel, 59 Maoming Nan Road | 茂名南路59号锦江饭店锦北楼12楼 (Changle Road | 近长乐路), Jìngān', '上海市', '上海市', '中国']","[{'label': 'display', 'lat': 31.22213382996031, 'lng': 121.45675175444337}]",31.22213382996031,121.45675175444337,上海市,甬府,v-1565409055
25,"[{'id': '4bf58dd8d48988d1e2931735', 'name': 'Art Gallery', 'pluralName': 'Art Galleries', 'shortName': 'Art Gallery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/artgallery_', 'suffix': '.png'}, 'primary': True}]",False,4dd47c72ae60a78cec58a8cc,407 Julu Road,CN,上海市,中国,Shaanxi Road,47,"['407 Julu Road (Shaanxi Road)', '上海市', '上海市', '中国']","[{'label': 'display', 'lat': 31.2226093617449, 'lng': 121.45784527551321}]",31.2226093617449,121.45784527551321,上海市,驰翰艺术馆 Johhan Auction Gallery,v-1565409055
26,"[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",False,4fbcd39ee4b0cc7b0169abbe,,CN,,中国,,156,['中国'],"[{'label': 'display', 'lat': 31.22236404599595, 'lng': 121.45642258025553}]",31.22236404599595,121.45642258025553,,Jin Lu,v-1565409055
27,"[{'id': '52af3b593cf9994f4e043c00', 'name': 'Shanghai Restaurant', 'pluralName': 'Shanghai Restaurants', 'shortName': 'Shanghai', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",False,553b6ae3498e983c7ebfb2db,瑞金一路139号2楼,CN,上海市,中国,,123,"['瑞金一路139号2楼', '上海市', '上海市', '中国']","[{'label': 'display', 'lat': 31.223000157580408, 'lng': 121.45898899819764}]",31.223000157580408,121.45898899819764,上海市,转角上海老弄堂餐厅,v-1565409055
28,"[{'id': '4bf58dd8d48988d1bc941735', 'name': 'Cupcake Shop', 'pluralName': 'Cupcake Shops', 'shortName': 'Cupcakes', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cupcakes_', 'suffix': '.png'}, 'primary': True}]",False,4de9c0cbc65be8091d945867,瑞金一路128号,CN,上海市,中国,近淮海中路,140,"['瑞金一路128号 (近淮海中路)', '上海市', '上海市, 200020', '中国']","[{'label': 'display', 'lat': 31.221400454742223, 'lng': 121.45917868769311}]",31.221400454742223,121.45917868769311,上海市,Ruby (红宝石),v-1565409055
29,"[{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}]",False,4d303f3e5f806dcb931117ac,11楼，锦江饭店，茂名路,CN,上海市,中国,,133,"['11楼，锦江饭店，茂名路', '上海市', '上海市', '中国']","[{'label': 'display', 'lat': 31.22240333431301, 'lng': 121.45667922461826}]",31.22240333431301,121.45667922461826,上海市,老夜上海,v-1565409055
